age,businesstravel,department,distancefromhome,education,educationfield,employeeid,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,trainingtimeslastyear,yearssincelastpromotion,yearswithcurrmanager,environmentsatisfaction,jobsatisfaction,worklifebalance,jobinvolvement
39,Travel_Frequently,Research & Development,12,1,Medical,192,1,Research Scientist,Married,99910,1.0,16,1,3,0,7,3.0,3.0,3.0,3
31,Travel_Rarely,Research & Development,1,4,Life Sciences,193,3,Research Director,Single,61420,4.0,13,2,2,0,5,2.0,4.0,4.0,2
42,Travel_Rarely,Research & Development,5,3,Medical,194,3,Sales Executive,Married,53900,1.0,14,0,3,5,8,4.0,1.0,2.0,3
45,Travel_Rarely,Research & Development,2,1,Medical,195,4,Sales Executive,Married,44040,0.0,23,0,2,3,7,4.0,2.0,4.0,3
26,Travel_Frequently,Research & Development,2,1,Life Sciences,196,2,Laboratory Technician,Divorced,59930,0.0,12,0,3,1,0,3.0,3.0,2.0,3
29,Travel_Rarely,Research & Development,5,3,Medical,197,1,Research Scientist,Divorced,51300,4.0,11,0,3,1,2,4.0,4.0,4.0,2
33,Travel_Rarely,Research & Development,16,3,Medical,198,1,Laboratory Technician,Divorced,20900,4.0,16,0,2,0,5,1.0,3.0,3.0,3
31,Travel_Rarely,Research & Development,2,4,Life Sciences,199,1,Sales Executive,Divorced,29090,9.0,14,2,2,0,1,3.0,4.0,2.0,3
18,Travel_Frequently,Research & Development,2,3,Technical Degree,200,1,Sales Executive,Single,34680,1.0,18,2,4,0,0,2.0,2.0,3.0,4
40,Non-Travel,Research & Development,1,4,Technical Degree,201,2,Laboratory Technician,Divorced,30680,3.0,19,0,3,0,1,3.0,1.0,3.0,2
41,Non-Travel,Research & Development,23,3,Life Sciences,202,2,Manufacturing Director,Single,26700,2.0,15,2,2,0,7,1.0,3.0,3.0,2
26,Travel_Rarely,Research & Development,9,4,Medical,203,3,Healthcare Representative,Divorced,26930,5.0,17,3,3,0,0,1.0,3.0,3.0,2
35,Travel_Rarely,Research & Development,16,4,Medical,204,2,Human Resources,Single,95260,1.0,15,0,2,0,3,1.0,3.0,3.0,2
34,Travel_Rarely,Research & Development,26,3,Medical,205,1,Laboratory Technician,Single,52370,1.0,19,1,3,5,7,4.0,4.0,3.0,2
26,Travel_Rarely,Sales,1,3,Marketing,206,2,Manufacturing Director,Single,24260,1.0,22,0,3,0,0,3.0,4.0,1.0,1
37,Travel_Rarely,Research & Development,8,1,Life Sciences,207,1,Sales Executive,Single,41930,4.0,16,1,5,1,2,2.0,4.0,4.0,3
46,Travel_Frequently,Research & Development,4,1,Medical,208,5,Human Resources,Married,29110,5.0,13,0,3,1,2,1.0,3.0,2.0,3
41,Travel_Rarely,Research & Development,24,1,Life Sciences,209,1,Research Director,Married,26610,7.0,14,1,2,11,8,2.0,1.0,3.0,3
37,Non-Travel,Research & Development,7,2,Medical,210,1,Sales Executive,Divorced,20280,1.0,16,1,3,7,7,1.0,2.0,3.0,3
52,Travel_Rarely,Sales,2,1,Medical,211,1,Laboratory Technician,Divorced,99800,2.0,11,1,2,6,9,4.0,1.0,3.0,3
32,Non-Travel,Research & Development,7,2,Life Sciences,212,2,Research Director,Married,32980,8.0,22,0,4,1,2,4.0,3.0,3.0,2
24,Travel_Frequently,Sales,22,3,Life Sciences,213,1,Healthcare Representative,Married,29350,0.0,14,2,5,2,1,4.0,4.0,3.0,2
38,Travel_Rarely,Research & Development,5,3,Life Sciences,214,1,Research Scientist,Married,154270,3.0,16,1,2,0,0,3.0,3.0,3.0,3
37,Travel_Rarely,Research & Development,1,4,Technical Degree,215,5,Research Scientist,Married,39440,6.0,11,2,3,4,3,2.0,2.0,2.0,3
49,Travel_Rarely,Sales,21,1,Life Sciences,216,1,Sales Executive,Divorced,40110,1.0,18,2,2,0,9,4.0,3.0,3.0,1
24,Travel_Rarely,Sales,1,3,Marketing,217,1,Sales Executive,Married,34070,1.0,15,2,2,1,4,2.0,4.0,3.0,2
26,Travel_Rarely,Research & Development,19,4,Technical Degree,218,4,Sales Executive,Married,119940,1.0,14,1,6,1,4,1.0,2.0,4.0,3
24,Travel_Rarely,Sales,7,3,Medical,219,1,Laboratory Technician,Married,12320,1.0,12,0,4,0,0,4.0,2.0,3.0,1
50,Travel_Frequently,Sales,2,2,Marketing,220,1,Sales Executive,Married,29600,1.0,14,3,2,10,7,1.0,2.0,3.0,3
25,Travel_Rarely,Research & Development,2,3,Life Sciences,221,1,Research Scientist,Married,190940,1.0,16,0,3,0,6,2.0,3.0,3.0,2
24,Travel_Frequently,Research & Development,2,3,Medical,222,2,Research Scientist,Married,39190,1.0,21,0,3,1,2,1.0,3.0,3.0,3
30,Travel_Frequently,Research & Development,9,3,Other,223,2,Healthcare Representative,Married,68250,1.0,14,0,2,0,0,2.0,1.0,4.0,3
34,Travel_Rarely,Sales,6,2,Life Sciences,224,4,Research Director,Married,102480,1.0,12,1,4,1,3,2.0,4.0,3.0,3
31,Travel_Rarely,Research & Development,9,1,Medical,225,1,Sales Representative,Divorced,189470,2.0,12,2,2,1,2,2.0,1.0,1.0,2
35,Travel_Rarely,Research & Development,2,3,Life Sciences,226,5,Sales Executive,Single,24960,4.0,17,3,3,0,2,1.0,4.0,3.0,3
31,Travel_Rarely,Sales,1,3,Marketing,227,2,Sales Executive,Divorced,64650,4.0,17,0,3,5,7,1.0,4.0,4.0,3
27,Travel_Rarely,Sales,22,4,Medical,228,1,Sales Representative,Divorced,22060,0.0,14,1,4,0,3,1.0,3.0,2.0,3
37,Travel_Rarely,Sales,9,4,Marketing,229,2,Laboratory Technician,Married,20860,4.0,14,0,3,1,0,4.0,3.0,2.0,3
20,Travel_Rarely,Research & Development,17,4,Medical,230,1,Sales Representative,Single,22930,1.0,13,2,3,0,0,4.0,2.0,4.0,1
42,Travel_Rarely,Research & Development,28,4,Life Sciences,231,2,Manufacturing Director,Married,26450,1.0,15,0,5,2,2,3.0,4.0,3.0,3
43,Travel_Rarely,Research & Development,10,5,Technical Degree,232,2,Sales Executive,Divorced,26830,4.0,11,0,3,0,0,2.0,4.0,2.0,3
38,Travel_Rarely,Human Resources,2,4,Medical,233,1,Human Resources,Single,20140,3.0,17,1,5,0,0,3.0,1.0,2.0,4
43,Travel_Frequently,Sales,4,3,Medical,234,2,Healthcare Representative,Divorced,34190,3.0,11,1,5,4,7,4.0,3.0,3.0,3
48,Travel_Rarely,Research & Development,8,1,Medical,235,2,Laboratory Technician,Married,53760,7.0,13,1,3,0,2,4.0,1.0,1.0,4
44,Travel_Rarely,Sales,29,4,Marketing,236,2,Sales Executive,Single,19510,4.0,22,3,4,0,2,1.0,3.0,4.0,4
34,Travel_Rarely,Research & Development,13,4,Life Sciences,237,1,Laboratory Technician,Divorced,23410,1.0,20,2,3,0,6,3.0,3.0,3.0,2
27,Travel_Rarely,Sales,27,3,Life Sciences,238,2,Research Scientist,Divorced,22930,0.0,18,0,0,0,2,3.0,1.0,3.0,3
21,Travel_Rarely,Sales,16,2,Life Sciences,239,3,Sales Executive,Single,87260,1.0,11,1,2,1,2,3.0,3.0,3.0,1
44,Travel_Rarely,Research & Development,2,2,Life Sciences,240,1,Laboratory Technician,Married,40110,4.0,14,1,2,0,1,4.0,4.0,4.0,3
22,Travel_Rarely,Research & Development,2,2,Medical,241,2,Laboratory Technician,Married,195450,0.0,14,0,3,2,2,1.0,3.0,3.0,2
33,Travel_Rarely,Sales,13,4,Marketing,242,2,Manufacturing Director,Divorced,45680,0.0,18,1,2,1,2,3.0,3.0,3.0,3
32,Travel_Rarely,Research & Development,1,1,Life Sciences,243,1,Healthcare Representative,Married,30220,1.0,16,1,3,0,5,1.0,4.0,2.0,3
30,Travel_Frequently,Research & Development,4,5,Technical Degree,244,3,Manager,Divorced,57720,1.0,17,0,3,0,0,3.0,3.0,3.0,3
53,Travel_Rarely,Research & Development,24,3,Other,245,3,Manager,Single,22690,7.0,11,1,2,8,10,4.0,1.0,4.0,2
34,Travel_Rarely,Research & Development,1,5,Medical,246,1,Research Scientist,Married,53810,1.0,12,0,0,8,8,2.0,4.0,2.0,3
45,Travel_Frequently,Research & Development,19,4,Life Sciences,247,3,Research Director,Married,34410,2.0,13,1,5,0,0,1.0,1.0,3.0,3
26,Travel_Rarely,Research & Development,7,2,Life Sciences,248,1,Manufacturing Director,Married,54540,1.0,13,1,5,0,2,3.0,4.0,3.0,4
37,Travel_Rarely,Research & Development,4,3,Medical,249,1,Manager,Married,98840,1.0,14,0,3,7,8,3.0,3.0,3.0,2
29,Travel_Rarely,Research & Development,2,3,Life Sciences,250,1,Healthcare Representative,Married,41570,1.0,17,3,2,1,2,2.0,3.0,2.0,3
35,Travel_Rarely,Research & Development,10,5,Medical,251,4,Laboratory Technician,Single,134580,1.0,11,0,3,11,8,2.0,4.0,3.0,3
33,Travel_Frequently,Research & Development,8,3,Technical Degree,252,2,Laboratory Technician,Divorced,90690,3.0,25,1,3,4,7,3.0,4.0,1.0,3
54,Travel_Rarely,Research & Development,5,2,Life Sciences,253,2,Sales Executive,Married,40140,2.0,19,1,4,7,1,3.0,2.0,4.0,2
36,Travel_Rarely,Research & Development,8,3,Life Sciences,254,2,Research Scientist,Divorced,59150,2.0,13,1,3,0,2,2.0,2.0,3.0,2
27,Travel_Rarely,Sales,9,3,Marketing,255,5,Research Director,Single,59930,0.0,14,1,3,1,1,1.0,4.0,3.0,1
20,Travel_Rarely,Research & Development,1,3,Life Sciences,256,5,Sales Representative,Single,61620,1.0,12,3,2,1,1,4.0,3.0,3.0,2
33,Travel_Frequently,Research & Development,15,4,Medical,257,1,Laboratory Technician,Single,24060,1.0,11,0,3,9,7,1.0,1.0,3.0,3
35,Non-Travel,Research & Development,2,1,Medical,258,1,Research Scientist,Married,187400,1.0,19,1,2,0,0,3.0,3.0,3.0,4
23,Travel_Rarely,Research & Development,2,3,Life Sciences,259,1,Healthcare Representative,Married,76370,2.0,11,1,3,0,2,1.0,1.0,4.0,3
25,Travel_Rarely,Research & Development,11,3,Medical,260,2,Manufacturing Director,Married,100960,0.0,11,1,3,1,2,4.0,2.0,3.0,3
38,Travel_Rarely,Research & Development,16,3,Life Sciences,261,5,Research Scientist,Single,147560,0.0,20,1,3,0,5,4.0,4.0,3.0,2
29,Travel_Frequently,Sales,2,4,Life Sciences,262,4,Healthcare Representative,Divorced,64990,1.0,18,3,3,2,8,2.0,4.0,3.0,2
48,Travel_Rarely,Research & Development,16,3,Technical Degree,263,1,Sales Executive,Married,97240,3.0,13,0,2,2,2,2.0,2.0,3.0,4
27,Travel_Frequently,Sales,4,3,Technical Degree,264,5,Laboratory Technician,Divorced,21940,1.0,12,0,5,0,4,4.0,4.0,3.0,3
37,Travel_Rarely,Research & Development,16,3,Life Sciences,265,3,Manager,Single,33880,3.0,11,0,2,0,0,4.0,4.0,3.0,4
50,Travel_Rarely,Sales,5,3,Medical,266,1,Laboratory Technician,Married,54730,1.0,19,1,2,3,8,4.0,3.0,3.0,4
34,Travel_Rarely,Research & Development,18,1,Medical,267,1,Healthcare Representative,Single,27030,1.0,21,1,2,7,7,4.0,2.0,4.0,3
24,Travel_Rarely,Research & Development,17,2,Life Sciences,268,1,Healthcare Representative,Single,25010,9.0,12,0,3,2,0,1.0,3.0,3.0,1
39,Travel_Rarely,Research & Development,12,5,Medical,269,1,Sales Representative,Single,62200,1.0,14,2,2,11,10,4.0,3.0,3.0,3
32,Travel_Rarely,Research & Development,2,3,Life Sciences,270,5,Research Scientist,Single,30380,1.0,11,0,5,0,8,4.0,4.0,2.0,1
50,Travel_Frequently,Research & Development,4,2,Medical,271,4,Sales Representative,Married,44240,3.0,14,1,2,1,3,2.0,3.0,3.0,2
38,Travel_Rarely,Research & Development,9,4,Life Sciences,272,1,Sales Executive,Single,43120,0.0,12,1,2,1,8,2.0,4.0,2.0,2
27,Travel_Rarely,Research & Development,10,3,Medical,273,5,Research Scientist,Married,132450,1.0,23,1,3,0,7,3.0,1.0,3.0,2
32,Travel_Rarely,Sales,1,3,Medical,274,2,Sales Executive,Single,136640,3.0,14,0,6,7,7,3.0,4.0,3.0,3
47,Travel_Rarely,Research & Development,2,3,Medical,275,5,Sales Executive,Single,50210,2.0,17,0,3,1,7,4.0,1.0,3.0,3
40,Travel_Frequently,Research & Development,3,4,Medical,276,3,Human Resources,Married,51260,5.0,18,0,2,1,12,4.0,1.0,3.0,3
53,Travel_Rarely,Research & Development,7,1,Life Sciences,277,2,Laboratory Technician,Married,28590,3.0,18,1,2,1,3,3.0,3.0,3.0,3
41,Travel_Rarely,Sales,6,3,Medical,278,1,Sales Executive,Divorced,102390,3.0,24,3,3,12,6,2.0,4.0,2.0,3
60,Travel_Rarely,Research & Development,8,2,Life Sciences,279,5,Laboratory Technician,Single,53290,8.0,20,0,3,2,2,1.0,1.0,3.0,4
27,Travel_Frequently,Research & Development,29,1,Life Sciences,280,2,Manufacturing Director,Divorced,43250,1.0,14,0,2,1,7,4.0,1.0,2.0,2
41,Travel_Rarely,Research & Development,3,3,Medical,281,1,Manufacturing Director,Married,72600,1.0,16,0,2,2,10,4.0,3.0,3.0,3
50,Travel_Rarely,Sales,9,3,Life Sciences,282,2,Research Scientist,Married,23220,7.0,25,1,0,2,2,4.0,2.0,3.0,4
28,Travel_Rarely,Sales,2,4,Life Sciences,283,3,Research Scientist,Single,20750,7.0,18,3,0,3,7,1.0,2.0,3.0,2
36,Non-Travel,Research & Development,10,4,Technical Degree,284,2,Research Scientist,Married,41520,9.0,19,1,3,0,5,1.0,1.0,3.0,3
38,Travel_Rarely,Research & Development,1,3,Medical,285,3,Manager,Single,96190,4.0,13,1,2,0,0,3.0,3.0,4.0,3
44,Non-Travel,Research & Development,8,2,Life Sciences,286,1,Research Scientist,Single,135030,2.0,12,0,6,1,4,1.0,3.0,3.0,2
47,Travel_Frequently,Research & Development,27,3,Life Sciences,287,1,Research Scientist,Divorced,54410,9.0,22,1,6,11,13,4.0,3.0,2.0,2
30,Travel_Rarely,Research & Development,8,3,Life Sciences,288,2,Sales Executive,Divorced,52090,7.0,14,1,3,7,7,3.0,4.0,2.0,3
29,Travel_Rarely,Research & Development,1,2,Medical,289,1,Sales Executive,Single,106730,1.0,13,3,2,0,0,3.0,3.0,3.0,3
42,Travel_Frequently,Research & Development,10,1,Life Sciences,290,1,Sales Executive,Divorced,50100,6.0,21,3,3,2,2,3.0,3.0,3.0,3
43,Travel_Frequently,Research & Development,26,1,Life Sciences,291,1,Laboratory Technician,Married,135490,3.0,11,2,3,2,2,4.0,4.0,3.0,3
34,Travel_Rarely,Research & Development,2,5,Technical Degree,292,2,Healthcare Representative,Single,49990,3.0,12,2,2,4,3,2.0,3.0,3.0,4
23,Travel_Rarely,Sales,13,3,Marketing,293,5,Sales Executive,Married,42210,1.0,11,1,4,0,2,2.0,1.0,4.0,3
39,Travel_Rarely,Sales,2,4,Marketing,294,4,Healthcare Representative,Married,138720,9.0,12,3,3,3,6,3.0,2.0,1.0,2
56,Travel_Rarely,Research & Development,2,4,Medical,295,1,Manager,Married,20420,7.0,12,0,6,1,1,3.0,4.0,2.0,3
40,Travel_Rarely,Sales,9,3,Marketing,296,2,Research Scientist,Single,20730,0.0,14,0,3,2,3,4.0,4.0,2.0,3
27,Travel_Rarely,Research & Development,10,3,Life Sciences,297,1,Laboratory Technician,Single,29560,8.0,13,0,6,0,7,4.0,1.0,1.0,3
29,Travel_Rarely,Sales,20,3,Marketing,298,2,Manager,Divorced,29260,1.0,15,1,3,2,2,4.0,2.0,3.0,2
53,Travel_Rarely,Research & Development,9,3,Life Sciences,299,3,Laboratory Technician,Single,48090,2.0,18,0,2,2,2,4.0,4.0,3.0,3
35,Non-Travel,Research & Development,5,1,Medical,300,1,Healthcare Representative,Divorced,51630,2.0,18,2,4,0,0,4.0,1.0,4.0,3
32,Travel_Frequently,Sales,4,4,Life Sciences,301,2,Sales Executive,Married,188440,1.0,19,0,3,4,7,3.0,4.0,3.0,1
38,Travel_Rarely,Sales,10,3,Medical,302,4,Laboratory Technician,Married,181720,6.0,12,2,5,0,1,4.0,3.0,1.0,3
34,Travel_Rarely,Research & Development,20,3,Medical,303,3,Laboratory Technician,Divorced,57440,3.0,19,1,4,0,0,2.0,1.0,3.0,2
52,Travel_Rarely,Sales,21,5,Technical Degree,304,3,Manager,Married,28890,1.0,11,1,2,1,16,3.0,1.0,4.0,3
33,Travel_Rarely,Research & Development,1,2,Medical,305,3,Laboratory Technician,Single,28710,1.0,17,3,2,7,8,4.0,4.0,2.0,3
25,Travel_Rarely,Research & Development,8,3,Life Sciences,306,2,Research Scientist,Single,74840,1.0,15,0,3,1,4,3.0,4.0,2.0,3
45,Travel_Rarely,Sales,2,3,Life Sciences,307,3,Healthcare Representative,Single,60740,0.0,14,0,2,3,1,2.0,3.0,3.0,3
23,Travel_Rarely,Research & Development,23,1,Life Sciences,308,2,Research Scientist,Single,173280,1.0,17,1,2,0,2,1.0,3.0,3.0,1
47,Travel_Frequently,Research & Development,4,3,Life Sciences,309,1,Research Director,Single,27740,4.0,13,1,2,1,3,2.0,3.0,3.0,3
34,Travel_Rarely,Research & Development,12,3,Technical Degree,310,1,Research Scientist,Single,45050,1.0,12,0,3,1,4,4.0,4.0,3.0,3
55,Travel_Rarely,Human Resources,7,3,Human Resources,311,4,Laboratory Technician,Married,74280,5.0,12,0,2,1,4,4.0,1.0,3.0,3
36,Non-Travel,Research & Development,7,2,Life Sciences,312,5,Sales Executive,Single,116310,1.0,18,1,2,0,9,1.0,1.0,3.0,1
52,Non-Travel,Research & Development,1,4,Life Sciences,313,5,Sales Executive,Married,97380,0.0,18,2,2,1,2,4.0,4.0,3.0,3
26,Travel_Frequently,Research & Development,2,2,Life Sciences,314,1,Manufacturing Director,Divorced,28350,3.0,11,1,2,2,0,1.0,3.0,3.0,3
29,Travel_Rarely,Research & Development,10,2,Medical,315,3,Manufacturing Director,Married,169590,4.0,14,3,5,1,1,2.0,3.0,2.0,3
26,Travel_Rarely,Research & Development,15,2,Life Sciences,316,2,Laboratory Technician,Single,26130,6.0,19,1,2,1,2,4.0,1.0,2.0,3
34,Travel_Rarely,Research & Development,14,4,Technical Degree,317,2,Manufacturing Director,Single,61460,2.0,12,0,3,1,3,2.0,4.0,3.0,3
54,Travel_Rarely,Research & Development,18,4,Medical,318,2,Laboratory Technician,Divorced,49630,9.0,15,1,2,1,4,4.0,1.0,3.0,3
27,Travel_Frequently,Research & Development,13,2,Life Sciences,319,4,Research Scientist,Married,195370,0.0,12,0,5,1,1,3.0,4.0,3.0,3
37,Travel_Rarely,Sales,2,4,Technical Degree,320,2,Manufacturing Director,Divorced,61720,0.0,11,0,1,4,3,4.0,1.0,2.0,3
38,Travel_Frequently,Sales,2,4,Life Sciences,321,2,Research Scientist,Single,23680,6.0,11,1,3,4,12,1.0,1.0,3.0,3
34,Travel_Rarely,Sales,2,3,Marketing,322,1,Sales Representative,Single,103120,1.0,12,0,2,1,3,3.0,1.0,3.0,3
35,Travel_Rarely,Research & Development,5,4,Medical,323,3,Manager,Married,16750,1.0,16,0,6,0,2,1.0,4.0,2.0,2
30,Travel_Rarely,Research & Development,20,3,Medical,324,1,Laboratory Technician,Married,25230,3.0,13,1,2,0,2,4.0,3.0,3.0,3
40,Travel_Frequently,Research & Development,10,4,Medical,325,2,Manufacturing Director,Married,65670,1.0,13,1,3,3,7,3.0,2.0,3.0,4
34,Travel_Rarely,Research & Development,10,3,Life Sciences,326,3,Healthcare Representative,Married,47390,5.0,24,2,2,1,2,3.0,1.0,3.0,3
42,Travel_Frequently,Research & Development,9,4,Medical,327,1,Manufacturing Director,Divorced,92080,1.0,15,1,2,14,9,2.0,4.0,2.0,4
23,Travel_Rarely,Sales,2,3,Medical,328,4,Manufacturing Director,Married,45590,1.0,18,1,2,0,0,3.0,1.0,3.0,2
24,Non-Travel,Sales,1,5,Marketing,329,1,Manufacturing Director,Divorced,81890,1.0,14,1,3,0,0,3.0,2.0,3.0,3
52,Travel_Rarely,Research & Development,29,3,Life Sciences,330,2,Manufacturing Director,Married,29420,8.0,11,1,1,1,4,4.0,3.0,3.0,2
50,Travel_Rarely,Research & Development,8,4,Life Sciences,331,2,Sales Executive,Married,49410,5.0,11,1,3,0,3,3.0,3.0,3.0,1
29,Travel_Rarely,Sales,2,4,Marketing,332,4,Research Scientist,Married,106500,1.0,13,2,2,0,0,2.0,1.0,3.0,4
33,Travel_Rarely,Research & Development,3,4,Life Sciences,333,4,Manufacturing Director,Married,59020,0.0,12,1,2,3,7,3.0,3.0,4.0,3
33,Travel_Rarely,Research & Development,23,5,Life Sciences,334,1,Human Resources,Single,86390,5.0,16,2,3,0,2,1.0,1.0,3.0,2
47,Travel_Rarely,Research & Development,6,4,Other,335,2,Manager,Married,63470,1.0,14,0,2,3,0,3.0,4.0,2.0,4
36,Travel_Rarely,Sales,6,3,Medical,336,2,Sales Executive,Married,42000,0.0,22,0,3,0,5,3.0,2.0,3.0,3
29,Travel_Rarely,Research & Development,10,3,Other,337,1,Research Scientist,Married,34520,1.0,11,0,3,0,7,3.0,3.0,3.0,2
58,Travel_Rarely,Research & Development,24,3,Other,338,2,Research Scientist,Single,43170,7.0,17,0,2,13,8,4.0,2.0,3.0,3
35,Travel_Rarely,Sales,10,4,Marketing,339,1,Research Scientist,Single,26320,3.0,13,3,3,2,2,4.0,3.0,3.0,4
42,Travel_Rarely,Sales,15,1,Marketing,340,2,Laboratory Technician,Married,46680,9.0,18,2,2,0,2,4.0,4.0,3.0,3
28,Travel_Rarely,Research & Development,19,4,Medical,341,2,Sales Executive,Single,32040,6.0,16,1,4,2,1,3.0,3.0,2.0,2
36,Travel_Rarely,Research & Development,2,3,Life Sciences,342,2,Healthcare Representative,Married,27200,4.0,14,1,3,0,4,3.0,2.0,3.0,3
32,Travel_Rarely,Research & Development,3,1,Medical,343,2,Manufacturing Director,Married,171810,1.0,14,0,2,6,8,3.0,3.0,3.0,2
40,Travel_Frequently,Sales,9,3,Marketing,344,3,Manufacturing Director,Single,22380,2.0,14,0,3,0,0,1.0,3.0,3.0,3
30,Travel_Rarely,Research & Development,7,3,Technical Degree,345,2,Research Director,Single,14830,5.0,13,0,3,0,0,3.0,4.0,2.0,3
45,Travel_Rarely,Research & Development,10,4,Life Sciences,346,1,Research Director,Single,56050,1.0,12,2,2,0,0,2.0,3.0,3.0,3
42,Travel_Rarely,Research & Development,20,2,Medical,347,2,Sales Representative,Married,72950,1.0,15,0,3,7,8,2.0,2.0,2.0,3
38,Travel_Frequently,Sales,4,3,Medical,348,2,Research Scientist,Divorced,23060,2.0,19,1,5,1,2,1.0,1.0,2.0,3
34,Travel_Frequently,Research & Development,7,4,Life Sciences,349,3,Laboratory Technician,Single,23480,1.0,14,1,3,1,3,3.0,4.0,3.0,3
49,Travel_Rarely,Sales,7,2,Life Sciences,350,2,Healthcare Representative,Married,89980,1.0,14,2,2,7,7,3.0,4.0,4.0,4
55,Travel_Rarely,Human Resources,16,3,Technical Degree,351,4,Manufacturing Director,Single,43190,4.0,11,0,3,7,3,3.0,4.0,2.0,4
43,Travel_Rarely,Research & Development,25,2,Medical,352,2,Healthcare Representative,Married,61320,6.0,13,0,3,1,0,2.0,1.0,3.0,2
27,Travel_Rarely,Sales,2,4,Medical,353,2,Manager,Divorced,33460,1.0,21,1,2,0,8,3.0,4.0,3.0,2
35,Travel_Rarely,Research & Development,1,3,Medical,354,1,Research Director,Single,108550,3.0,13,1,2,1,6,3.0,3.0,4.0,3
28,Travel_Rarely,Sales,1,2,Technical Degree,355,1,Sales Executive,Married,22310,1.0,12,0,3,7,5,2.0,2.0,3.0,2
34,Travel_Rarely,Sales,2,5,Life Sciences,356,4,Research Scientist,Married,23230,0.0,17,0,2,0,2,3.0,4.0,1.0,3
26,Travel_Frequently,Research & Development,22,4,Other,357,1,Sales Executive,Married,20240,1.0,23,0,2,1,7,3.0,3.0,3.0,3
27,Non-Travel,Sales,1,3,Technical Degree,358,1,Sales Executive,Married,27130,1.0,11,0,2,0,0,4.0,4.0,2.0,3
51,Travel_Rarely,Sales,16,3,Medical,359,3,Research Scientist,Married,94390,2.0,15,3,0,4,17,1.0,3.0,2.0,3
44,Travel_Rarely,Sales,24,5,Medical,360,1,Sales Executive,Single,25660,9.0,11,1,3,2,3,4.0,2.0,2.0,3
25,Travel_Rarely,Research & Development,17,3,Medical,361,1,Laboratory Technician,Single,199260,7.0,11,3,5,0,1,1.0,1.0,2.0,4
33,Travel_Rarely,Research & Development,8,4,Life Sciences,362,3,Laboratory Technician,Divorced,24510,1.0,13,1,3,0,8,1.0,1.0,3.0,2
35,Travel_Rarely,Sales,6,4,Medical,363,2,Manager,Single,94190,1.0,24,1,5,1,1,3.0,1.0,2.0,2
36,Travel_Rarely,Sales,10,4,Marketing,364,3,Manager,Married,86860,1.0,13,0,2,4,11,2.0,4.0,2.0,3
32,Travel_Rarely,Research & Development,3,4,Medical,365,4,Sales Executive,Divorced,30380,2.0,20,0,3,0,3,2.0,4.0,2.0,3
30,Travel_Frequently,Research & Development,4,5,Medical,366,5,Sales Representative,Divorced,30580,9.0,14,1,2,0,3,2.0,4.0,2.0,3
53,Travel_Rarely,Sales,6,3,Marketing,367,4,Sales Executive,Married,23250,7.0,18,1,1,0,4,1.0,4.0,3.0,4
45,Travel_Rarely,Research & Development,1,5,Technical Degree,368,2,Healthcare Representative,Divorced,20880,4.0,15,3,2,0,2,4.0,1.0,3.0,3
32,Travel_Rarely,Sales,10,3,Marketing,369,1,Human Resources,Married,30720,5.0,12,0,4,1,3,3.0,3.0,2.0,1
52,Travel_Frequently,Research & Development,1,1,Life Sciences,370,2,Laboratory Technician,Married,50060,3.0,16,1,2,0,0,3.0,4.0,3.0,3
37,Travel_Rarely,Sales,24,2,Life Sciences,371,4,Laboratory Technician,Divorced,42570,4.0,15,0,2,0,0,4.0,3.0,3.0,3
28,Travel_Rarely,Research & Development,21,4,Life Sciences,372,1,Healthcare Representative,Divorced,25000,1.0,16,2,3,0,4,2.0,4.0,3.0,3
22,Travel_Rarely,Research & Development,2,2,Life Sciences,373,1,Sales Representative,Married,11020,6.0,19,0,3,2,2,4.0,4.0,1.0,2
44,Travel_Rarely,Research & Development,22,3,Medical,374,1,Laboratory Technician,Married,104530,2.0,11,1,2,0,2,1.0,4.0,2.0,3
42,Travel_Frequently,Sales,13,4,Life Sciences,375,2,Laboratory Technician,Single,22880,5.0,16,1,4,2,2,2.0,4.0,3.0,2
