index,age,businesstravel,department,distancefromhome,education,educationfield,employeeid,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,trainingtimeslastyear,yearssincelastpromotion,yearswithcurrmanager,infodate,index:1,employeeid:1,environmentsatisfaction,jobsatisfaction,worklifebalance,datesurvey,index:2,employeeid:2,jobinvolvement,surveydate,employeeid:3,v_objetivo
109,50,Travel_Rarely,Research & Development,9,3,Medical,110,3,Laboratory Technician,Single,98880,6.0,15,0,2,1,3,2015-12-31 00:00:00,109,110,4.0,4.0,3.0,2015-12-31 00:00:00,109,110,3,2015-12-31 00:00:00,,0
110,40,Travel_Rarely,Research & Development,8,3,Medical,111,1,Healthcare Representative,Married,86280,2.0,20,0,2,1,0,2015-12-31 00:00:00,110,111,3.0,3.0,3.0,2015-12-31 00:00:00,110,111,2,2015-12-31 00:00:00,111.0,1
111,31,Travel_Rarely,Research & Development,1,3,Life Sciences,112,4,Human Resources,Single,28670,0.0,24,0,5,2,2,2015-12-31 00:00:00,111,112,3.0,2.0,3.0,2015-12-31 00:00:00,111,112,3,2015-12-31 00:00:00,,0
112,21,Travel_Rarely,Human Resources,10,2,Human Resources,113,1,Laboratory Technician,Single,53730,1.0,12,1,2,0,0,2015-12-31 00:00:00,112,113,3.0,2.0,3.0,2015-12-31 00:00:00,112,113,3,2015-12-31 00:00:00,113.0,1
113,29,Travel_Rarely,Research & Development,1,3,Life Sciences,114,2,Research Director,Single,66670,9.0,12,1,6,1,2,2015-12-31 00:00:00,113,114,4.0,4.0,3.0,2015-12-31 00:00:00,113,114,4,2015-12-31 00:00:00,,0
114,35,Travel_Rarely,Research & Development,29,3,Life Sciences,115,3,Sales Executive,Single,50030,9.0,15,0,2,0,0,2015-12-31 00:00:00,114,115,3.0,2.0,3.0,2015-12-31 00:00:00,114,115,3,2015-12-31 00:00:00,,0
115,27,Travel_Rarely,Sales,2,3,Life Sciences,116,1,Sales Executive,Divorced,23670,2.0,12,1,2,0,4,2015-12-31 00:00:00,115,116,4.0,2.0,3.0,2015-12-31 00:00:00,115,116,3,2015-12-31 00:00:00,,0
116,28,Travel_Rarely,Research & Development,2,2,Medical,117,3,Manager,Single,28580,1.0,12,0,2,0,7,2015-12-31 00:00:00,116,117,2.0,4.0,3.0,2015-12-31 00:00:00,116,117,2,2015-12-31 00:00:00,,0
117,49,Travel_Rarely,Sales,2,3,Technical Degree,118,2,Manufacturing Director,Single,52040,8.0,14,1,3,0,0,2015-12-31 00:00:00,117,118,2.0,3.0,3.0,2015-12-31 00:00:00,117,118,3,2015-12-31 00:00:00,,0
118,51,Travel_Rarely,Research & Development,1,2,Life Sciences,119,1,Sales Executive,Married,41050,4.0,22,1,2,0,7,2015-12-31 00:00:00,118,119,3.0,4.0,2.0,2015-12-31 00:00:00,118,119,3,2015-12-31 00:00:00,,0
119,36,Travel_Rarely,Sales,15,2,Life Sciences,120,1,Sales Executive,Married,96790,4.0,12,0,1,2,2,2015-12-31 00:00:00,119,120,4.0,3.0,3.0,2015-12-31 00:00:00,119,120,3,2015-12-31 00:00:00,,0
120,34,Non-Travel,Research & Development,7,3,Life Sciences,121,1,Sales Representative,Single,56170,8.0,25,1,3,0,4,2015-12-31 00:00:00,120,121,1.0,4.0,2.0,2015-12-31 00:00:00,120,121,3,2015-12-31 00:00:00,,0
121,55,Travel_Rarely,Sales,26,3,Marketing,122,1,Laboratory Technician,Single,104480,2.0,13,0,3,1,2,2015-12-31 00:00:00,121,122,3.0,4.0,3.0,2015-12-31 00:00:00,121,122,3,2015-12-31 00:00:00,,0
122,24,Travel_Rarely,Research & Development,1,3,Life Sciences,123,5,Manager,Divorced,28970,1.0,18,3,4,0,3,2015-12-31 00:00:00,122,123,4.0,3.0,4.0,2015-12-31 00:00:00,122,123,3,2015-12-31 00:00:00,,0
123,30,Travel_Rarely,Research & Development,3,3,Life Sciences,124,2,Manager,Married,59680,1.0,13,0,3,0,0,2015-12-31 00:00:00,123,124,3.0,2.0,3.0,2015-12-31 00:00:00,123,124,3,2015-12-31 00:00:00,,0
124,26,Travel_Frequently,Sales,14,3,Life Sciences,125,2,Manager,Single,75100,0.0,18,3,3,0,4,2015-12-31 00:00:00,124,125,3.0,3.0,3.0,2015-12-31 00:00:00,124,125,3,2015-12-31 00:00:00,125.0,1
125,22,Travel_Rarely,Research & Development,16,5,Other,126,1,Research Scientist,Married,29910,1.0,19,2,3,1,2,2015-12-31 00:00:00,125,126,1.0,2.0,3.0,2015-12-31 00:00:00,125,126,2,2015-12-31 00:00:00,,0
126,36,Travel_Rarely,Research & Development,1,3,Medical,127,5,Healthcare Representative,Married,196360,1.0,12,1,3,9,0,2015-12-31 00:00:00,126,127,2.0,3.0,3.0,2015-12-31 00:00:00,126,127,3,2015-12-31 00:00:00,,0
127,30,Travel_Frequently,Sales,3,2,Marketing,128,3,Research Scientist,Single,11290,9.0,19,0,2,0,0,2015-12-31 00:00:00,127,128,3.0,4.0,3.0,2015-12-31 00:00:00,127,128,2,2015-12-31 00:00:00,128.0,1
128,37,Travel_Rarely,Research & Development,10,1,Technical Degree,129,1,Sales Executive,Divorced,133410,1.0,14,1,3,12,17,2015-12-31 00:00:00,128,129,4.0,1.0,2.0,2015-12-31 00:00:00,128,129,3,2015-12-31 00:00:00,,0
129,40,Travel_Rarely,Research & Development,6,2,Medical,130,3,Research Scientist,Divorced,43320,7.0,14,2,3,1,3,2015-12-31 00:00:00,129,130,4.0,2.0,3.0,2015-12-31 00:00:00,129,130,2,2015-12-31 00:00:00,,0
130,42,Travel_Rarely,Research & Development,2,3,Medical,131,4,Manager,Divorced,110310,3.0,12,1,2,1,2,2015-12-31 00:00:00,130,131,2.0,1.0,3.0,2015-12-31 00:00:00,130,131,2,2015-12-31 00:00:00,,0
131,37,Travel_Rarely,Sales,9,1,Marketing,132,3,Sales Executive,Single,44400,2.0,11,1,3,0,1,2015-12-31 00:00:00,131,132,3.0,2.0,2.0,2015-12-31 00:00:00,131,132,2,2015-12-31 00:00:00,,0
132,43,Travel_Rarely,Sales,10,2,Life Sciences,133,1,Sales Executive,Divorced,46170,1.0,11,0,2,3,9,2015-12-31 00:00:00,132,133,1.0,2.0,3.0,2015-12-31 00:00:00,132,133,3,2015-12-31 00:00:00,,0
133,40,Travel_Rarely,Sales,6,2,Life Sciences,134,1,Laboratory Technician,Married,26470,6.0,13,0,2,0,0,2015-12-31 00:00:00,133,134,2.0,3.0,3.0,2015-12-31 00:00:00,133,134,2,2015-12-31 00:00:00,,0
134,54,Travel_Rarely,Human Resources,9,3,Life Sciences,135,2,Manufacturing Director,Married,63230,4.0,23,1,2,1,2,2015-12-31 00:00:00,134,135,1.0,1.0,2.0,2015-12-31 00:00:00,134,135,2,2015-12-31 00:00:00,,0
135,34,Non-Travel,Research & Development,28,3,Medical,136,1,Laboratory Technician,Married,56770,9.0,20,1,3,1,2,2015-12-31 00:00:00,135,136,3.0,3.0,3.0,2015-12-31 00:00:00,135,136,3,2015-12-31 00:00:00,,0
136,31,Travel_Rarely,Research & Development,10,4,Life Sciences,137,3,Sales Executive,Married,21870,1.0,15,1,2,3,12,2015-12-31 00:00:00,136,137,2.0,1.0,1.0,2015-12-31 00:00:00,136,137,2,2015-12-31 00:00:00,,0
137,43,Travel_Frequently,Sales,14,3,Life Sciences,138,1,Manufacturing Director,Married,37480,7.0,14,2,3,1,2,2015-12-31 00:00:00,137,138,4.0,4.0,3.0,2015-12-31 00:00:00,137,138,2,2015-12-31 00:00:00,,0
138,43,Travel_Rarely,Sales,27,4,Life Sciences,139,2,Sales Representative,Divorced,39770,4.0,18,1,3,0,2,2015-12-31 00:00:00,138,139,3.0,3.0,3.0,2015-12-31 00:00:00,138,139,3,2015-12-31 00:00:00,,0
139,25,Travel_Rarely,Human Resources,7,2,Human Resources,140,1,Manufacturing Director,Single,86330,1.0,19,1,2,1,3,2015-12-31 00:00:00,139,140,2.0,4.0,3.0,2015-12-31 00:00:00,139,140,4,2015-12-31 00:00:00,,0
140,37,Non-Travel,Research & Development,1,3,Medical,141,3,Laboratory Technician,Married,20080,3.0,22,0,5,10,7,2015-12-31 00:00:00,140,141,2.0,3.0,3.0,2015-12-31 00:00:00,140,141,2,2015-12-31 00:00:00,,0
141,31,Travel_Rarely,Research & Development,24,1,Medical,142,3,Laboratory Technician,Married,44400,1.0,13,1,2,3,2,2015-12-31 00:00:00,141,142,4.0,1.0,3.0,2015-12-31 00:00:00,141,142,3,2015-12-31 00:00:00,,0
142,39,Travel_Frequently,Research & Development,26,4,Technical Degree,143,1,Sales Executive,Divorced,30670,1.0,20,1,5,1,6,2015-12-31 00:00:00,142,143,2.0,3.0,3.0,2015-12-31 00:00:00,142,143,1,2015-12-31 00:00:00,,0
143,56,Travel_Frequently,Research & Development,20,4,Life Sciences,144,3,Sales Executive,Married,53210,9.0,14,0,1,7,7,2015-12-31 00:00:00,143,144,3.0,1.0,2.0,2015-12-31 00:00:00,143,144,3,2015-12-31 00:00:00,,0
144,30,Travel_Rarely,Sales,5,4,Medical,145,2,Manufacturing Director,Single,54100,0.0,17,1,2,4,4,2015-12-31 00:00:00,144,145,2.0,3.0,3.0,2015-12-31 00:00:00,144,145,3,2015-12-31 00:00:00,,0
145,41,Travel_Rarely,Research & Development,7,3,Technical Degree,146,3,Research Scientist,Married,27820,1.0,14,0,2,0,7,2015-12-31 00:00:00,145,146,2.0,1.0,3.0,2015-12-31 00:00:00,145,146,2,2015-12-31 00:00:00,,0
146,28,Travel_Rarely,Research & Development,7,3,Medical,147,3,Healthcare Representative,Divorced,119570,1.0,13,0,2,1,8,2015-12-31 00:00:00,146,147,3.0,1.0,3.0,2015-12-31 00:00:00,146,147,2,2015-12-31 00:00:00,,0
147,25,Travel_Rarely,Research & Development,5,2,Life Sciences,148,3,Laboratory Technician,Married,26600,5.0,13,0,3,0,2,2015-12-31 00:00:00,147,148,1.0,1.0,3.0,2015-12-31 00:00:00,147,148,3,2015-12-31 00:00:00,148.0,1
148,52,Travel_Rarely,Research & Development,26,2,Life Sciences,149,2,Sales Representative,Married,33750,2.0,21,0,2,0,4,2015-12-31 00:00:00,148,149,4.0,3.0,3.0,2015-12-31 00:00:00,148,149,2,2015-12-31 00:00:00,,0
149,45,Travel_Rarely,Research & Development,2,3,Medical,150,1,Sales Executive,Married,50980,3.0,14,1,4,0,2,2015-12-31 00:00:00,149,150,1.0,4.0,2.0,2015-12-31 00:00:00,149,150,3,2015-12-31 00:00:00,,0
150,52,Travel_Rarely,Research & Development,12,3,Medical,151,2,Research Scientist,Married,48780,2.0,11,1,3,1,4,2015-12-31 00:00:00,150,151,4.0,4.0,1.0,2015-12-31 00:00:00,150,151,3,2015-12-31 00:00:00,,0
151,42,Travel_Frequently,Sales,10,3,Marketing,152,2,Healthcare Representative,Divorced,28370,2.0,13,1,0,0,2,2015-12-31 00:00:00,151,152,1.0,3.0,3.0,2015-12-31 00:00:00,151,152,2,2015-12-31 00:00:00,,0
152,30,Travel_Rarely,Sales,25,3,Marketing,153,1,Sales Executive,Single,24060,2.0,20,1,5,0,2,2015-12-31 00:00:00,152,153,3.0,4.0,3.0,2015-12-31 00:00:00,152,153,3,2015-12-31 00:00:00,,0
153,60,Travel_Rarely,Research & Development,10,3,Life Sciences,154,1,Manufacturing Director,Married,22690,5.0,18,1,4,11,10,2015-12-31 00:00:00,153,154,1.0,1.0,1.0,2015-12-31 00:00:00,153,154,3,2015-12-31 00:00:00,,0
154,46,Travel_Rarely,Sales,19,4,Marketing,155,1,Sales Executive,Divorced,41080,2.0,14,0,5,0,8,2015-12-31 00:00:00,154,155,3.0,3.0,2.0,2015-12-31 00:00:00,154,155,2,2015-12-31 00:00:00,,0
155,42,Travel_Frequently,Research & Development,18,4,Technical Degree,156,4,Sales Executive,Married,132060,0.0,13,2,2,0,4,2015-12-31 00:00:00,155,156,4.0,4.0,4.0,2015-12-31 00:00:00,155,156,3,2015-12-31 00:00:00,,0
156,24,Travel_Rarely,Research & Development,27,2,Medical,157,1,Research Scientist,Single,104220,1.0,17,1,0,1,4,2015-12-31 00:00:00,156,157,1.0,2.0,3.0,2015-12-31 00:00:00,156,157,2,2015-12-31 00:00:00,157.0,1
157,34,Travel_Frequently,Research & Development,5,3,Medical,158,2,Research Scientist,Divorced,137440,0.0,20,1,3,1,0,2015-12-31 00:00:00,157,158,4.0,3.0,2.0,2015-12-31 00:00:00,157,158,3,2015-12-31 00:00:00,158.0,1
158,38,Travel_Frequently,Sales,3,3,Marketing,159,2,Sales Executive,Married,49070,1.0,11,1,3,0,0,2015-12-31 00:00:00,158,159,4.0,4.0,3.0,2015-12-31 00:00:00,158,159,3,2015-12-31 00:00:00,,0
159,40,Travel_Rarely,Sales,26,4,Marketing,160,1,Sales Executive,Married,34820,0.0,18,1,2,1,12,2015-12-31 00:00:00,159,160,3.0,3.0,3.0,2015-12-31 00:00:00,159,160,2,2015-12-31 00:00:00,,0
160,26,Travel_Rarely,Research & Development,3,2,Medical,161,4,Healthcare Representative,Divorced,24360,1.0,24,0,2,0,2,2015-12-31 00:00:00,160,161,1.0,4.0,1.0,2015-12-31 00:00:00,160,161,4,2015-12-31 00:00:00,,0
161,30,Non-Travel,Research & Development,15,3,Medical,162,2,Sales Executive,Married,23800,4.0,18,3,2,1,4,2015-12-31 00:00:00,161,162,3.0,4.0,1.0,2015-12-31 00:00:00,161,162,2,2015-12-31 00:00:00,,0
162,29,Travel_Rarely,Research & Development,8,3,Medical,163,3,Manufacturing Director,Married,194310,1.0,11,0,3,0,7,2015-12-31 00:00:00,162,163,2.0,3.0,3.0,2015-12-31 00:00:00,162,163,3,2015-12-31 00:00:00,,0
163,29,Travel_Rarely,Research & Development,19,4,Life Sciences,164,3,Research Scientist,Married,17900,5.0,16,1,4,1,1,2015-12-31 00:00:00,163,164,3.0,2.0,4.0,2015-12-31 00:00:00,163,164,2,2015-12-31 00:00:00,164.0,1
164,19,Travel_Rarely,Research & Development,4,3,Medical,165,1,Sales Executive,Single,76440,1.0,15,2,2,0,0,2015-12-31 00:00:00,164,165,1.0,4.0,4.0,2015-12-31 00:00:00,164,165,3,2015-12-31 00:00:00,,0
165,30,Non-Travel,Research & Development,2,4,Life Sciences,166,3,Research Scientist,Married,51310,0.0,15,1,2,7,8,2015-12-31 00:00:00,165,166,3.0,1.0,3.0,2015-12-31 00:00:00,165,166,3,2015-12-31 00:00:00,,0
166,57,Travel_Rarely,Research & Development,2,2,Life Sciences,167,4,Research Scientist,Divorced,63060,3.0,12,1,3,0,0,2015-12-31 00:00:00,166,167,1.0,4.0,2.0,2015-12-31 00:00:00,166,167,3,2015-12-31 00:00:00,,0
167,50,Travel_Rarely,Sales,10,4,Life Sciences,168,3,Manager,Married,47870,0.0,12,0,3,15,7,2015-12-31 00:00:00,167,168,2.0,3.0,3.0,2015-12-31 00:00:00,167,168,3,2015-12-31 00:00:00,,0
168,30,Non-Travel,Sales,10,2,Life Sciences,169,3,Laboratory Technician,Single,188800,0.0,22,1,3,6,7,2015-12-31 00:00:00,168,169,3.0,4.0,2.0,2015-12-31 00:00:00,168,169,3,2015-12-31 00:00:00,,0
169,60,Travel_Frequently,Research & Development,16,3,Life Sciences,170,4,Laboratory Technician,Married,23390,4.0,20,0,4,13,11,2015-12-31 00:00:00,169,170,3.0,1.0,4.0,2015-12-31 00:00:00,169,170,3,2015-12-31 00:00:00,,0
170,47,Travel_Rarely,Research & Development,1,3,Technical Degree,171,5,Manufacturing Director,Divorced,135700,5.0,16,2,2,0,4,2015-12-31 00:00:00,170,171,1.0,4.0,3.0,2015-12-31 00:00:00,170,171,2,2015-12-31 00:00:00,,0
171,46,Travel_Rarely,Sales,4,1,Technical Degree,172,1,Laboratory Technician,Married,67120,6.0,21,1,3,0,1,2015-12-31 00:00:00,171,172,1.0,3.0,1.0,2015-12-31 00:00:00,171,172,2,2015-12-31 00:00:00,,0
172,35,Travel_Rarely,Research & Development,15,2,Medical,173,2,Laboratory Technician,Single,54060,0.0,12,1,2,4,3,2015-12-31 00:00:00,172,173,4.0,3.0,3.0,2015-12-31 00:00:00,172,173,3,2015-12-31 00:00:00,,0
173,54,Travel_Rarely,Research & Development,2,4,Medical,174,2,Human Resources,Single,89380,7.0,11,3,2,0,0,2015-12-31 00:00:00,173,174,3.0,3.0,3.0,2015-12-31 00:00:00,173,174,3,2015-12-31 00:00:00,,0
174,34,Travel_Rarely,Sales,8,2,Life Sciences,175,1,Laboratory Technician,Divorced,24390,3.0,11,2,2,5,7,2015-12-31 00:00:00,174,175,4.0,3.0,3.0,2015-12-31 00:00:00,174,175,4,2015-12-31 00:00:00,,0
175,46,Travel_Rarely,Research & Development,2,3,Life Sciences,176,1,Healthcare Representative,Married,88370,2.0,18,0,3,1,2,2015-12-31 00:00:00,175,176,3.0,4.0,3.0,2015-12-31 00:00:00,175,176,2,2015-12-31 00:00:00,,0
176,31,Travel_Rarely,Research & Development,7,3,Life Sciences,177,2,Research Director,Divorced,53430,1.0,14,1,3,0,8,2015-12-31 00:00:00,176,177,3.0,2.0,4.0,2015-12-31 00:00:00,176,177,3,2015-12-31 00:00:00,,0
177,33,Travel_Rarely,Research & Development,10,3,Life Sciences,178,4,Research Director,Married,67280,7.0,22,0,2,7,7,2015-12-31 00:00:00,177,178,2.0,3.0,4.0,2015-12-31 00:00:00,177,178,2,2015-12-31 00:00:00,178.0,1
178,33,Travel_Rarely,Sales,5,4,Marketing,179,2,Research Director,Divorced,66520,7.0,25,0,5,1,3,2015-12-31 00:00:00,178,179,1.0,4.0,3.0,2015-12-31 00:00:00,178,179,3,2015-12-31 00:00:00,179.0,1
179,30,Travel_Rarely,Research & Development,2,3,Life Sciences,180,1,Sales Executive,Single,48500,0.0,12,1,4,1,2,2015-12-31 00:00:00,179,180,4.0,2.0,3.0,2015-12-31 00:00:00,179,180,3,2015-12-31 00:00:00,,0
180,35,Travel_Rarely,Research & Development,12,2,Medical,181,2,Sales Representative,Married,28090,4.0,23,1,2,0,0,2015-12-31 00:00:00,180,181,4.0,3.0,3.0,2015-12-31 00:00:00,180,181,1,2015-12-31 00:00:00,,0
181,31,Travel_Frequently,Research & Development,22,2,Medical,182,2,Sales Executive,Married,56890,3.0,15,2,2,0,0,2015-12-31 00:00:00,181,182,1.0,3.0,3.0,2015-12-31 00:00:00,181,182,2,2015-12-31 00:00:00,182.0,1
182,34,Travel_Frequently,Sales,17,1,Marketing,183,1,Research Director,Divorced,20010,9.0,22,1,5,0,2,2015-12-31 00:00:00,182,183,2.0,1.0,3.0,2015-12-31 00:00:00,182,183,4,2015-12-31 00:00:00,,0
183,42,Travel_Frequently,Research & Development,2,4,Medical,184,1,Research Scientist,Married,29770,4.0,15,3,3,2,0,2015-12-31 00:00:00,183,184,2.0,3.0,3.0,2015-12-31 00:00:00,183,184,2,2015-12-31 00:00:00,,0
184,36,Non-Travel,Research & Development,3,4,Medical,185,1,Research Scientist,Single,40250,1.0,11,0,3,9,7,2015-12-31 00:00:00,184,185,2.0,4.0,2.0,2015-12-31 00:00:00,184,185,3,2015-12-31 00:00:00,,0
185,22,Travel_Frequently,Research & Development,7,3,Medical,186,2,Laboratory Technician,Single,37850,5.0,13,2,2,1,2,2015-12-31 00:00:00,185,186,3.0,3.0,3.0,2015-12-31 00:00:00,185,186,3,2015-12-31 00:00:00,186.0,1
186,48,Travel_Rarely,Research & Development,6,3,Medical,187,1,Laboratory Technician,Married,108540,2.0,14,1,6,6,7,2015-12-31 00:00:00,186,187,2.0,4.0,3.0,2015-12-31 00:00:00,186,187,3,2015-12-31 00:00:00,,0
187,55,Travel_Rarely,Research & Development,1,3,Medical,188,1,Sales Executive,Single,120310,3.0,11,0,5,7,7,2015-12-31 00:00:00,187,188,1.0,2.0,3.0,2015-12-31 00:00:00,187,188,3,2015-12-31 00:00:00,,0
188,41,Non-Travel,Research & Development,3,2,Life Sciences,189,2,Research Scientist,Single,99360,7.0,17,1,2,1,10,2015-12-31 00:00:00,188,189,4.0,4.0,3.0,2015-12-31 00:00:00,188,189,2,2015-12-31 00:00:00,,0
189,35,Travel_Rarely,Research & Development,22,3,Medical,190,1,Sales Representative,Married,29660,9.0,18,0,2,6,9,2015-12-31 00:00:00,189,190,2.0,3.0,3.0,2015-12-31 00:00:00,189,190,2,2015-12-31 00:00:00,,0
190,40,Travel_Rarely,Research & Development,15,3,Life Sciences,191,2,Laboratory Technician,Single,25710,7.0,14,0,1,5,13,2015-12-31 00:00:00,190,191,2.0,3.0,3.0,2015-12-31 00:00:00,190,191,3,2015-12-31 00:00:00,,0
191,39,Travel_Frequently,Research & Development,12,1,Medical,192,1,Research Scientist,Married,99910,1.0,16,1,3,0,7,2015-12-31 00:00:00,191,192,3.0,3.0,3.0,2015-12-31 00:00:00,191,192,3,2015-12-31 00:00:00,,0
192,31,Travel_Rarely,Research & Development,1,4,Life Sciences,193,3,Research Director,Single,61420,4.0,13,2,2,0,5,2015-12-31 00:00:00,192,193,2.0,4.0,4.0,2015-12-31 00:00:00,192,193,2,2015-12-31 00:00:00,,0
193,42,Travel_Rarely,Research & Development,5,3,Medical,194,3,Sales Executive,Married,53900,1.0,14,0,3,5,8,2015-12-31 00:00:00,193,194,4.0,1.0,2.0,2015-12-31 00:00:00,193,194,3,2015-12-31 00:00:00,,0
194,45,Travel_Rarely,Research & Development,2,1,Medical,195,4,Sales Executive,Married,44040,0.0,23,0,2,3,7,2015-12-31 00:00:00,194,195,4.0,2.0,4.0,2015-12-31 00:00:00,194,195,3,2015-12-31 00:00:00,,0
195,26,Travel_Frequently,Research & Development,2,1,Life Sciences,196,2,Laboratory Technician,Divorced,59930,0.0,12,0,3,1,0,2015-12-31 00:00:00,195,196,3.0,3.0,2.0,2015-12-31 00:00:00,195,196,3,2015-12-31 00:00:00,196.0,1
196,29,Travel_Rarely,Research & Development,5,3,Medical,197,1,Research Scientist,Divorced,51300,4.0,11,0,3,1,2,2015-12-31 00:00:00,196,197,4.0,4.0,4.0,2015-12-31 00:00:00,196,197,2,2015-12-31 00:00:00,,0
197,33,Travel_Rarely,Research & Development,16,3,Medical,198,1,Laboratory Technician,Divorced,20900,4.0,16,0,2,0,5,2015-12-31 00:00:00,197,198,1.0,3.0,3.0,2015-12-31 00:00:00,197,198,3,2015-12-31 00:00:00,,0
198,31,Travel_Rarely,Research & Development,2,4,Life Sciences,199,1,Sales Executive,Divorced,29090,9.0,14,2,2,0,1,2015-12-31 00:00:00,198,199,3.0,4.0,2.0,2015-12-31 00:00:00,198,199,3,2015-12-31 00:00:00,,0
199,18,Travel_Frequently,Research & Development,2,3,Technical Degree,200,1,Sales Executive,Single,34680,1.0,18,2,4,0,0,2015-12-31 00:00:00,199,200,2.0,2.0,3.0,2015-12-31 00:00:00,199,200,4,2015-12-31 00:00:00,200.0,1
200,40,Non-Travel,Research & Development,1,4,Technical Degree,201,2,Laboratory Technician,Divorced,30680,3.0,19,0,3,0,1,2015-12-31 00:00:00,200,201,3.0,1.0,3.0,2015-12-31 00:00:00,200,201,2,2015-12-31 00:00:00,,0
201,41,Non-Travel,Research & Development,23,3,Life Sciences,202,2,Manufacturing Director,Single,26700,2.0,15,2,2,0,7,2015-12-31 00:00:00,201,202,1.0,3.0,3.0,2015-12-31 00:00:00,201,202,2,2015-12-31 00:00:00,,0
202,26,Travel_Rarely,Research & Development,9,4,Medical,203,3,Healthcare Representative,Divorced,26930,5.0,17,3,3,0,0,2015-12-31 00:00:00,202,203,1.0,3.0,3.0,2015-12-31 00:00:00,202,203,2,2015-12-31 00:00:00,,0
203,35,Travel_Rarely,Research & Development,16,4,Medical,204,2,Human Resources,Single,95260,1.0,15,0,2,0,3,2015-12-31 00:00:00,203,204,1.0,3.0,3.0,2015-12-31 00:00:00,203,204,2,2015-12-31 00:00:00,,0
204,34,Travel_Rarely,Research & Development,26,3,Medical,205,1,Laboratory Technician,Single,52370,1.0,19,1,3,5,7,2015-12-31 00:00:00,204,205,4.0,4.0,3.0,2015-12-31 00:00:00,204,205,2,2015-12-31 00:00:00,,0
205,26,Travel_Rarely,Sales,1,3,Marketing,206,2,Manufacturing Director,Single,24260,1.0,22,0,3,0,0,2015-12-31 00:00:00,205,206,3.0,4.0,1.0,2015-12-31 00:00:00,205,206,1,2015-12-31 00:00:00,206.0,1
206,37,Travel_Rarely,Research & Development,8,1,Life Sciences,207,1,Sales Executive,Single,41930,4.0,16,1,5,1,2,2015-12-31 00:00:00,206,207,2.0,4.0,4.0,2015-12-31 00:00:00,206,207,3,2015-12-31 00:00:00,,0
207,46,Travel_Frequently,Research & Development,4,1,Medical,208,5,Human Resources,Married,29110,5.0,13,0,3,1,2,2015-12-31 00:00:00,207,208,1.0,3.0,2.0,2015-12-31 00:00:00,207,208,3,2015-12-31 00:00:00,,0
208,41,Travel_Rarely,Research & Development,24,1,Life Sciences,209,1,Research Director,Married,26610,7.0,14,1,2,11,8,2015-12-31 00:00:00,208,209,2.0,1.0,3.0,2015-12-31 00:00:00,208,209,3,2015-12-31 00:00:00,,0
209,37,Non-Travel,Research & Development,7,2,Medical,210,1,Sales Executive,Divorced,20280,1.0,16,1,3,7,7,2015-12-31 00:00:00,209,210,1.0,2.0,3.0,2015-12-31 00:00:00,209,210,3,2015-12-31 00:00:00,,0
210,52,Travel_Rarely,Sales,2,1,Medical,211,1,Laboratory Technician,Divorced,99800,2.0,11,1,2,6,9,2015-12-31 00:00:00,210,211,4.0,1.0,3.0,2015-12-31 00:00:00,210,211,3,2015-12-31 00:00:00,,0
211,32,Non-Travel,Research & Development,7,2,Life Sciences,212,2,Research Director,Married,32980,8.0,22,0,4,1,2,2015-12-31 00:00:00,211,212,4.0,3.0,3.0,2015-12-31 00:00:00,211,212,2,2015-12-31 00:00:00,212.0,1
212,24,Travel_Frequently,Sales,22,3,Life Sciences,213,1,Healthcare Representative,Married,29350,0.0,14,2,5,2,1,2015-12-31 00:00:00,212,213,4.0,4.0,3.0,2015-12-31 00:00:00,212,213,2,2015-12-31 00:00:00,,0
213,38,Travel_Rarely,Research & Development,5,3,Life Sciences,214,1,Research Scientist,Married,154270,3.0,16,1,2,0,0,2015-12-31 00:00:00,213,214,3.0,3.0,3.0,2015-12-31 00:00:00,213,214,3,2015-12-31 00:00:00,,0
214,37,Travel_Rarely,Research & Development,1,4,Technical Degree,215,5,Research Scientist,Married,39440,6.0,11,2,3,4,3,2015-12-31 00:00:00,214,215,2.0,2.0,2.0,2015-12-31 00:00:00,214,215,3,2015-12-31 00:00:00,,0
215,49,Travel_Rarely,Sales,21,1,Life Sciences,216,1,Sales Executive,Divorced,40110,1.0,18,2,2,0,9,2015-12-31 00:00:00,215,216,4.0,3.0,3.0,2015-12-31 00:00:00,215,216,1,2015-12-31 00:00:00,,0
216,24,Travel_Rarely,Sales,1,3,Marketing,217,1,Sales Executive,Married,34070,1.0,15,2,2,1,4,2015-12-31 00:00:00,216,217,2.0,4.0,3.0,2015-12-31 00:00:00,216,217,2,2015-12-31 00:00:00,,0
217,26,Travel_Rarely,Research & Development,19,4,Technical Degree,218,4,Sales Executive,Married,119940,1.0,14,1,6,1,4,2015-12-31 00:00:00,217,218,1.0,2.0,4.0,2015-12-31 00:00:00,217,218,3,2015-12-31 00:00:00,,0
218,24,Travel_Rarely,Sales,7,3,Medical,219,1,Laboratory Technician,Married,12320,1.0,12,0,4,0,0,2015-12-31 00:00:00,218,219,4.0,2.0,3.0,2015-12-31 00:00:00,218,219,1,2015-12-31 00:00:00,,0
219,50,Travel_Frequently,Sales,2,2,Marketing,220,1,Sales Executive,Married,29600,1.0,14,3,2,10,7,2015-12-31 00:00:00,219,220,1.0,2.0,3.0,2015-12-31 00:00:00,219,220,3,2015-12-31 00:00:00,,0
